ItemId,Category,SpriteType,SpriteColor,UsageContext,IsSellable,PriceBuyGold,PriceSellGold,IsDiscardable,IsStackable,MaxStack,EquipmentType,EquipmentHp,EquipmentSp,EquipmentKick,EquipmentBody,EquipmentControl,EquipmentGuard,EquipmentSpeed,EquipmentStamina,EquipmentTechnique,EquipmentLuck,EquipmentCourage,FormationId,ImportantPlaceHolder,KitId,MaterialPlaceHolder,MiscPlaceHolder,MoveId,RecoveryAmountHp,RecoveryAmountSp,RecipeId,EmblemId,CharacterId,WingId
item-move-00029-firetrail,Move,Move,Red,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00029-firetrail,,,,,,
item-move-00030-salamander_dash,Move,Move,Red,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00030-salamander_dash,,,,,,
item-move-00031-ice_skating,Move,Move,Teal,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00031-ice_skating,,,,,,
item-move-00032-snow_barrage,Move,Move,Teal,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00032-snow_barrage,,,,,,
item-move-00033-wolf_dash,Move,Move,Teal,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00033-wolf_dash,,,,,,
item-move-00034-angel_dribble,Move,Move,Gold,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00034-angel_dribble,,,,,,
item-move-00035-paradise_regained,Move,Move,Gold,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00035-paradise_regained,,,,,,
item-move-00036-shining_scramble,Move,Move,Gold,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00036-shining_scramble,,,,,,
item-move-00037-evil_dribble,Move,Move,Purple,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00037-evil_dribble,,,,,,
item-move-00038-shadow_clone,Move,Move,Purple,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00038-shadow_clone,,,,,,
item-move-00039-demon_dash,Move,Move,Purple,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00039-demon_dash,,,,,,
item-move-00040-swift_feint,Move,Move,Silver,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00040-swift_feint,,,,,,
item-move-00041-peacock_dance,Move,Move,Silver,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00041-peacock_wings,,,,,,
item-move-00042-gale_scramble,Move,Move,Silver,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00042-gale_scramble,,,,,,
item-move-00043-petal_dribble,Move,Move,Green,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00043-petal_dribble,,,,,,
item-move-00044-vine_swing,Move,Move,Green,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00044-vine_swing,,,,,,
item-move-00045-eco_elastico,Move,Move,Green,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00045-eco_elastico,,,,,,
item-move-00046-mole_dribble,Move,Move,Brown,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00046-mole_dribble,,,,,,
item-move-00047-world_tour,Move,Move,Brown,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00047-world_tour,,,,,,
item-move-00048-gaia_elastico,Move,Move,Brown,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00048-gaia_elastico,,,,,,
item-move-00049-bolt_feint,Move,Move,Yellow,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00049-bolt_feint,,,,,,
item-move-00050-transmission,Move,Move,Yellow,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00050-transmission,,,,,,
item-move-00051-lightning_elastico,Move,Move,Yellow,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00051-lightning_elastico,,,,,,
item-move-00052-tide_feint,Move,Move,Blue,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00052-tide_feint,,,,,,
item-move-00053-water_walk,Move,Move,Blue,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00053-water_walk,,,,,,
item-move-00054-seaside_dream,Move,Move,Blue,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00054-seaside_dream,,,,,,
item-move-00055-blaze_defense,Move,Move,Red,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00055-blaze_defense,,,,,,
item-move-00056-pyro_protector,Move,Move,Red,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00056-pyro_protector,,,,,,
item-move-00057-burn_zone,Move,Move,Red,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00057-burn_zone,,,,,,
item-move-00058-ice_block,Move,Move,Teal,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00058-ice_block,,,,,,
item-move-00059-snow_house_shield,Move,Move,Teal,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00059-snow_house_shield,,,,,,
item-move-00060-glacial_slide,Move,Move,Teal,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00060-glacial_slide,,,,,,
item-move-00061-saint_cut,Move,Move,Gold,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00061-saint_cut,,,,,,
item-move-00062-sacred_shield,Move,Move,Gold,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00062-sacred_shield,,,,,,
item-move-00063-white_light,Move,Move,Gold,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00063-white_light,,,,,,
item-move-00064-dark_block,Move,Move,Purple,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00064-dark_block,,,,,,
item-move-00065-poison_fog,Move,Move,Purple,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00065-poison_fog,,,,,,
item-move-00066-no_return,Move,Move,Purple,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00066-no_return,,,,,,
item-move-00067-breeze_defense,Move,Move,Silver,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00067-breeze_defense,,,,,,
item-move-00068-sprinter_cutter,Move,Move,Silver,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00068-sprinter_cutter,,,,,,
item-move-00069-typhoon_zone,Move,Move,Silver,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00069-typhoon_zone,,,,,,
item-move-00070-the_tree,Move,Move,Green,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00070-the_tree,,,,,,
item-move-00071-flower_cutter,Move,Move,Green,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00071-flower_cutter,,,,,,
item-move-00072-sequoia,Move,Move,Green,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00072-sequoia,,,,,,
item-move-00073-earth_defense,Move,Move,Brown,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00073-earth_defense,,,,,,
item-move-00074-sand_guard,Move,Move,Brown,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00074-sand_guard,,,,,,
item-move-00075-stone_zone,Move,Move,Brown,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00075-stone_zone,,,,,,
item-move-00076-electric_charge,Move,Move,Yellow,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00076-electric_charge,,,,,,
item-move-00077-plasma_shock,Move,Move,Yellow,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00077-plasma_shock,,,,,,
item-move-00078-electron_zone,Move,Move,Yellow,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00078-electron_zone,,,,,,
item-move-00079-shell_wall,Move,Move,Blue,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00079-shell_wall,,,,,,
item-move-00080-man_eater_whale,Move,Move,Blue,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00080-man-eater_whale,,,,,,
item-move-00081-swim_slide,Move,Move,Blue,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00081-swim_slide,,,,,,
item-move-00082-ash_spirits,Move,Move,Red,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00082-ash_spirits,,,,,,
item-move-00083-infernal_world,Move,Move,Red,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00083-infernal_world,,,,,,
item-move-00084-blazing_mirage,Move,Move,Red,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00084-blazing_mirage,,,,,,
item-move-00085-frostfall,Move,Move,Teal,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00085-frostfall,,,,,,
item-move-00086-frozen_world,Move,Move,Teal,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00086-frozen_world,,,,,,
item-move-00087-eternal_frost,Move,Move,Teal,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00087-eternal_frost,,,,,,
item-move-00088-the_sun,Move,Move,Gold,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00088-the_sun,,,,,,
item-move-00089-reflection,Move,Move,Gold,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00089-reflection,,,,,,
item-move-00090-salvation,Move,Move,Gold,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00090-salvation,,,,,,
item-move-00091-the_moon,Move,Move,Purple,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00091-the_moon,,,,,,
item-move-00092-other_world,Move,Move,Purple,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00092-other_world,,,,,,
item-move-00093-extinction,Move,Move,Purple,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00093-extinction,,,,,,
item-move-00094-storm_spirits,Move,Move,Silver,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00094-storm_spirits,,,,,,
item-move-00095-extreme_cyclone,Move,Move,Silver,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00095-extreme_cyclone,,,,,,
item-move-00096-tempest_trap,Move,Move,Silver,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00096-tempest_trap,,,,,,
item-move-00097-nature_spirits,Move,Move,Green,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00097-nature_spirits,,,,,,
item-move-00098-vine_bind,Move,Move,Green,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00098-vine_bind,,,,,,
item-move-00099-forest_trap,Move,Move,Green,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00099-forest_trap,,,,,,
item-move-00100-canyon_catch,Move,Move,Brown,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00100-canyon_catch,,,,,,
item-move-00101-desert_world,Move,Move,Brown,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00101-desert_world,,,,,,
item-move-00102-finisterra,Move,Move,Brown,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00102-finisterra,,,,,,
item-move-00103-magnet_catch,Move,Move,Yellow,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00103-magnet_catch,,,,,,
item-move-00104-wire_world,Move,Move,Yellow,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00104-wire_world,,,,,,
item-move-00105-zap_trap,Move,Move,Yellow,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00105-zap_trap,,,,,,
item-move-00106-sea_anemone,Move,Move,Blue,OverworldOnly,TRUE,10000,10000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00106-sea_anemone,,,,,,
item-move-00107-deep_world,Move,Move,Blue,OverworldOnly,TRUE,17500,17500,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00107-deep_world,,,,,,
item-move-00108-river_drift,Move,Move,Blue,OverworldOnly,TRUE,25000,25000,TRUE,TRUE,999,,,,,,,,,,,,,,,,,,move-00108-river_drift,,,,,,
item-equipment-00001-spike_fw-01,Equipment,Equipment_Spike,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Spike,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00002-spike_fw-02,Equipment,Equipment_Spike,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Spike,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00003-spike_fw-03,Equipment,Equipment_Spike,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Spike,0,0,18,0,0,0,5,0,0,0,0,,,,,,,,,,,,
item-equipment-00004-spike_fw-04,Equipment,Equipment_Spike,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Spike,0,0,32,0,0,0,9,0,0,0,0,,,,,,,,,,,,
item-equipment-00005-spike_fw-05,Equipment,Equipment_Spike,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Spike,0,0,50,0,0,0,15,0,0,0,0,,,,,,,,,,,,
item-equipment-00006-spike_mf-01,Equipment,Equipment_Spike,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Spike,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00007-spike_mf-02,Equipment,Equipment_Spike,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Spike,0,0,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00008-spike_mf-03,Equipment,Equipment_Spike,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Spike,0,0,0,0,18,0,5,0,0,0,0,,,,,,,,,,,,
item-equipment-00009-spike_mf-04,Equipment,Equipment_Spike,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Spike,0,0,0,0,32,0,9,0,0,0,0,,,,,,,,,,,,
item-equipment-00010-spike_mf-05,Equipment,Equipment_Spike,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Spike,0,0,0,0,50,0,15,0,0,0,0,,,,,,,,,,,,
item-equipment-00011-spike_df-01,Equipment,Equipment_Spike,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Spike,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00012-spike_df-02,Equipment,Equipment_Spike,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Spike,0,0,0,8,0,0,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00013-spike_df-03,Equipment,Equipment_Spike,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Spike,0,0,0,18,0,0,5,0,0,0,0,,,,,,,,,,,,
item-equipment-00014-spike_df-04,Equipment,Equipment_Spike,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Spike,0,0,0,32,0,0,9,0,0,0,0,,,,,,,,,,,,
item-equipment-00015-spike_df-05,Equipment,Equipment_Spike,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Spike,0,0,0,50,0,0,15,0,0,0,0,,,,,,,,,,,,
item-equipment-00016-spike_gk-01,Equipment,Equipment_Spike,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Spike,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00017-spike_gk-02,Equipment,Equipment_Spike,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Spike,0,0,0,0,0,8,0,0,0,0,0,,,,,,,,,,,,
item-equipment-00018-spike_gk-03,Equipment,Equipment_Spike,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Spike,0,0,0,0,0,18,5,0,0,0,0,,,,,,,,,,,,
item-equipment-00019-spike_gk-04,Equipment,Equipment_Spike,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Spike,0,0,0,0,0,32,9,0,0,0,0,,,,,,,,,,,,
item-equipment-00020-spike_gk-05,Equipment,Equipment_Spike,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Spike,0,0,0,0,0,50,15,0,0,0,0,,,,,,,,,,,,
item-equipment-00021-bracelet_fw-01,Equipment,Equipment_Bracelet,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
item-equipment-00022-bracelet_fw-02,Equipment,Equipment_Bracelet,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,
item-equipment-00023-bracelet_fw-03,Equipment,Equipment_Bracelet,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Bracelet,0,0,5,0,0,0,0,18,0,0,0,,,,,,,,,,,,
item-equipment-00024-bracelet_fw-04,Equipment,Equipment_Bracelet,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Bracelet,0,0,9,0,0,0,0,32,0,0,0,,,,,,,,,,,,
item-equipment-00025-bracelet_fw-05,Equipment,Equipment_Bracelet,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Bracelet,0,0,15,0,0,0,0,50,0,0,0,,,,,,,,,,,,
item-equipment-00026-bracelet_mf-01,Equipment,Equipment_Bracelet,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
item-equipment-00027-bracelet_mf-02,Equipment,Equipment_Bracelet,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,
item-equipment-00028-bracelet_mf-03,Equipment,Equipment_Bracelet,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Bracelet,0,0,0,0,5,0,0,18,0,0,0,,,,,,,,,,,,
item-equipment-00029-bracelet_mf-04,Equipment,Equipment_Bracelet,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Bracelet,0,0,0,0,9,0,0,32,0,0,0,,,,,,,,,,,,
item-equipment-00030-bracelet_mf-05,Equipment,Equipment_Bracelet,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Bracelet,0,0,0,0,15,0,0,50,0,0,0,,,,,,,,,,,,
item-equipment-00031-bracelet_df-01,Equipment,Equipment_Bracelet,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
item-equipment-00032-bracelet_df-02,Equipment,Equipment_Bracelet,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,
item-equipment-00033-bracelet_df-03,Equipment,Equipment_Bracelet,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Bracelet,0,0,0,5,0,0,0,18,0,0,0,,,,,,,,,,,,
item-equipment-00034-bracelet_df-04,Equipment,Equipment_Bracelet,Gold,None,TRUE,40000,40000,TRUE,TRUE,999,Bracelet,0,0,0,9,0,0,0,32,0,0,0,,,,,,,,,,,,
item-equipment-00035-bracelet_df-05,Equipment,Equipment_Bracelet,Red,None,TRUE,50000,50000,TRUE,TRUE,999,Bracelet,0,0,0,15,0,0,0,50,0,0,0,,,,,,,,,,,,
item-equipment-00036-bracelet_gk-01,Equipment,Equipment_Bracelet,Brown,None,TRUE,10000,10000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
item-equipment-00037-bracelet_gk-02,Equipment,Equipment_Bracelet,Gray,None,TRUE,20000,20000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,0,0,8,0,0,0,,,,,,,,,,,,
item-equipment-00038-bracelet_gk-03,Equipment,Equipment_Bracelet,Blue,None,TRUE,30000,30000,TRUE,TRUE,999,Bracelet,0,0,0,0,0,5,0,18,0,0,0,,,,,,,,,,,,
